Time,X,Y,Z
0.0,0.0,0.0,1.0
0.011262228025716593,3.170902607430026e-05,0.011261930428908717,0.9999365819478514
0.022524456051433186,0.0001268310769855785,0.02252207533358935,0.9997463378460288
0.03378668407714978,0.0002853510715958296,0.03377864947289998,0.9994292978568083
0.04504891210286637,0.0005072438773318644,0.04502986817182615,0.9989855122453363
0.056311140128582966,0.0007924743141698998,0.05627394760443241,0.9984150513716602
0.06757336815429955,0.001140997160213042,0.0675091050766792,0.9977180056795739
0.07883559618001615,0.0015527571588613287,0.07873355930906033,0.9968944856822773
0.09009782420573274,0.0020276890275719994,0.0899455307190162,0.995944621944856
0.10136005223144934,0.0025657174682101047,0.1011432417030779,0.9948685650635798
0.11262228025716593,0.0031667571789864013,0.11232491691869756,0.9936664856420272
0.12388450828288253,0.0038307128679814784,0.12348878356572038,0.992338574264037
0.1351467363085991,0.004557479268254061,0.13463307166745334,0.9908850414634919
0.14640896433431572,0.0053469411545306045,0.14575601435128643,0.9893061176909388
0.1576711923600323,0.006198973361473292,0.1568558481288218,0.9876020532770534
0.1689334203857489,0.007113440803524884,0.16793081317546604,0.9857731183929502
0.1801956484114655,0.008090198496325474,0.17897915360944194,0.983819603007349
0.19145787643718207,0.009129091579699378,0.18999911777017506,0.9817418168406012
0.20272010446289868,0.01022995534220722,0.20098895849601087,0.9795400893155856
0.21398233248861526,0.011392615247260263,0.2119469334012186,0.9772147695054795
0.22524456051433187,0.012616886960792328,0.2228713051522384,0.9747662260784153
0.23650678854004845,0.013902576380484866,0.2337603417431268,0.9721948472390303
0.24776901656576505,0.015249479666541332,0.24461231677015782,0.9695010406669173
0.25903124459148164,0.016657383274004622,0.255425509705536,0.9666852334519908
0.2702934726171982,0.018126063986613594,0.2661982061701777,0.9637478720267728
0.2815557006429148,0.019655288952193373,0.27692869820551747,0.9606894220956133
0.29281792866863143,0.02124481571957243,0.28761528454429663,0.9575103685608551
0.304080156694348,0.022894392277022058,0.29825627088029083,0.9542112154459559
0.3153423847200646,0.02460375709221202,0.3088499701369342,0.950792485815576
0.3266046127457812,0.02637263915367477,0.319394702734797,0.9472547216926505
0.3378668407714978,0.028200758013773253,0.3298887968578747,0.9435984839724535
0.3491290687972144,0.03008782383316455,0.3403305887186464,0.9398243523336709
0.360391296822931,0.03203353742675219,0.35071842282186033,0.9359329251464956
0.37165352484864755,0.03403759031112091,0.36105065222700417,0.9319248193777582
0.38291575287436413,0.03609966475344484,0.37132563880942004,0.9278006704931103
0.39417798090008077,0.03821943382186266,0.38154175352002057,0.9235611323562747
0.40544020892579735,0.040396561437311185,0.391697376643567,0.9192068771253776
0.41670243695151393,0.04263070242680861,0.4017908980554673,0.9147385951463828
0.4279646649772305,0.04492150257818062,0.4118207174770533,0.9101569948436388
0.43922689300294715,0.04726859869621841,0.4217852447292972,0.9054628026075632
0.45048912102866373,0.04967161866026215,0.4316828999849266,0.9006567626794757
0.4617513490543803,0.0521301814831982,0.44151211401889884,0.8957396370336036
0.4730135770800969,0.054643897371863426,0.45127132845719325,0.8907122052562731
0.4842758051058135,0.05721236778884442,0.4609589960238844,0.8855752644223112
0.4955380331315301,0.059835185515664024,0.4705735807864552,0.880329628968672
0.5068002611572466,0.0625119347173439,0.48011355839931064,0.8749761305653122
0.5180624891829633,0.06524219100833284,0.48957741634545654,0.8695156179833343
0.5293247172086799,0.06802552151979135,0.498963654176301,0.8639489569604173
0.5405869452343964,0.07086148496822042,0.5082707837495434,0.8582770300635592
0.5518491732601131,0.07374963172542554,0.5174973294651122,0.8525007365491489
0.5631114012858296,0.07668950388980256,0.5266418284991139,0.8466209922203949
0.5743736293115462,0.07968063535893588,0.5357028310357572,0.8406387292821282
0.5856358573372629,0.08272255190349675,0.5446789004972135,0.8345548961930065
0.5968980853629794,0.08581477124243003,0.5535686137713798,0.8283704575151399
0.608160313388696,0.08895680311941745,0.5623705614375061,0.8220863937611651
0.6194225414144127,0.09214814938060556,0.5710833479896522,0.8157037012387889
0.6306847694401292,0.09538830405358512,0.5797055920579381,0.8092233918928298
0.6419469974658458,0.09867675342761134,0.5882359266275543,0.8026464931447773
0.6532092254915624,0.10201297613504934,0.5966729992554939,0.7959740477299013
0.664471453517279,0.10539644323403502,0.6050154722849774,0.78920711353193
0.6757336815429956,0.10882661829233614,0.6132620230575306,0.7823467634153277
0.6869959095687121,0.11230295747240077,0.6214113441226864,0.7753940850551985
0.6982581375944288,0.11582490961758041,0.6294621434452737,0.7683501807648392
0.7095203656201453,0.11939191633951313,0.6374131446102647,0.7612161673209737
0.720782593645862,0.12300341210665316,0.6452630870251427,0.7539931757866937
0.7320448216715786,0.12665882433393316,0.6530107261197645,0.7466823513321337
0.7433070496972951,0.1303575734735451,0.6606548335436795,0.7392848530529098
0.7545692777230117,0.1340990731068244,0.6681941973608798,0.7318018537863512
0.7658315057487283,0.13788273003722384,0.675627622241946,0.7242345399255523
0.7770937337744449,0.14170794438436218,0.6829539296535612,0.7165841112312756
0.7883559618001615,0.14557410967913215,0.6901719580453617,0.7088517806417357
0.7996181898258781,0.14948061295985277,0.697280563034095,0.7010387740802945
0.8108804178515947,0.15342683486945236,0.7042786175850566,0.6931463302610953
0.8221426458773112,0.1574121497536637,0.7111650121907752,0.6851757004926726
0.8334048739030279,0.1614359257602189,0.7179386550469204,0.6771281484795622
0.8446671019287445,0.1654975249390264,0.7245984722254025,0.6690049501219473
0.855929329954461,0.1695963033433149,0.7311434078446384,0.6608073933133702
0.8671915579801777,0.17373161113172794,0.7375724242369573,0.6525367777365441
0.8784537860058943,0.17790279267135312,0.7438845021131172,0.6441944146572938
0.8897160140316108,0.18210918664166928,0.7500786407239081,0.6357816267166614
0.9009782420573275,0.1863501261393961,0.7561538580188163,0.6272997477212078
0.912240470083044,0.19062493878422815,0.7621091908017242,0.6187501224315437
0.9235026981087606,0.19493294682543708,0.7679436948836189,0.6101341063491259
0.9347649261344773,0.19927346724932654,0.7736564452322905,0.6014530655013469
0.9460271541601938,0.20364581188751993,0.7792465361189898,0.5927083762249601
0.9572893821859104,0.2080492875260667,0.7847130812620285,0.5839014249478667
0.968551610211627,0.21248319601534751,0.7900552139672942,0.575033607969305
0.9798138382373436,0.21694683438076295,0.7952720872656609,0.5661063312384741
0.9910760662630602,0.22143949493418646,0.800362874047271,0.5571210101316271
1.0023382942887769,0.22596046538616482,0.8053267671926709,0.5480790692276704
1.0136005223144933,0.2305090289588482,0.8101629797007742,0.5389819420823037
1.02486275034021,0.23508446449963227,0.814870744813639,0.5298310710007355
1.0361249783659265,0.2396860465954925,0.8194493161380312,0.5206279068090149
1.0473872063916432,0.24431304568799567,0.8238979677637635,0.5113739086240087
1.0586494344173598,0.24896472818896734,0.8282159943787837,0.5020705436220654
1.0699116624430762,0.25364035659679884,0.8324027113809992,0.49271928680640226
1.0811738904687929,0.2583391896133751,0.8364574549868173,0.48332162077324986
1.0924361184945095,0.2630604822616025,0.8403795823363842,0.47387903547679494
1.1036983465202261,0.2678034860035229,0.844168471595508,0.4643930279929543
1.1149605745459428,0.27256744885898937,0.8478235220542472,0.45486510228202126
1.1262228025716592,0.27735161552489007,0.85134415422215,0.44529676895021986
1.1374850305973758,0.2821552274948973,0.8547298099201308,0.4356895450102054
1.1487472586230925,0.286977523179725,0.8579799523689653,0.42604495364054995
1.160009486648809,0.29181773802787503,0.8610940662743952,0.41636452394424994
1.1712717146745257,0.29667510464685337,0.8640716579088256,0.40664979070629326
1.1825339427002421,0.301548852924836,0.8669122551896024,0.39690229415032796
1.1937961707259588,0.306438210152767,0.8696154077538594,0.387123579694466
1.2050583987516754,0.31134240114686706,0.8721806870299208,0.3773151977062659
1.216320626777392,0.3162606483715358,0.8746076863052498,0.36747870325692844
1.2275828548031087,0.3211921720626257,0.8768960207909293,0.35761565587474864
1.2388450828288253,0.3261361903510702,0.8790453276826704,0.3477276192978596
1.2501073108545417,0.33109191938684507,0.8810552662183313,0.33781616122630986
1.2613695388802584,0.3360585734632446,0.8829255177319453,0.32788285307351084
1.272631766905975,0.3410353651414505,0.884655785704242,0.31792926971709895
1.2838939949316917,0.3460215053753774,0.8862457958096601,0.3079569892492452
1.2951562229574083,0.35101620363677183,0.8876952959598405,0.29796759272645634
1.3064184509831247,0.3560186680405466,0.8890040563435928,0.28796266391890685
1.3176806790088413,0.36102810547033093,0.890171869463331,0.27794378905933814
1.328942907034558,0.3660437217042143,0.8911985501679722,0.2679125565915714
1.3402051350602746,0.37106472154066705,0.89208393568229,0.25787055691866595
1.3514673630859912,0.3760903089246153,0.8928278856327228,0.24781938215076937
1.3627295911117077,0.3811196870736523,0.8934302820696285,0.23776062585269536
1.3739918191374243,0.38615205860436375,0.8938910294859856,0.22769588279127248
1.385254047163141,0.3911866256587492,0.8942100548325348,0.2176267486825017
1.3965162751888576,0.3962225900307184,0.894387307529361,0.20755481993856317
1.4077785032145742,0.4012591532926438,0.8944227594739124,0.19748169341471242
1.4190407312402906,0.40629551692194615,0.8943164050454556,0.1874089661561077
1.4303029592660073,0.41133088242769744,0.8940682611059675,0.1773382351446051
1.441565187291724,0.41636445147721696,0.8936783669974612,0.16727109704556611
1.4528274153174405,0.4213954260226436,0.8931467845357491,0.1572091479547128
1.4640896433431572,0.42642300842746217,0.8924735980006419,0.1471539831450757
1.4753518713688736,0.43144640159296466,0.8916589141225865,0.13710719681407066
1.4866140993945902,0.4364648090846269,0.8907028620657444,0.12707038183074615
1.4978763274203069,0.44147743525837896,0.8896055934075139,0.1170451294832421
1.5091385554460235,0.4464834853867505,0.8883672821144972,0.10703302922649906
1.5204007834717401,0.4514821657848712,0.8869881245149199,0.09703566843025756
1.5316630114974565,0.45647268393630563,0.8854683392675035,0.08705463212738875
1.5429252395231732,0.4614542486187031,0.8838081673267979,0.07709150276259383
1.5541874675488898,0.4664260700292414,0.88200787190498,0.06714785994151717
1.5654496955746064,0.47138735990984687,0.8800677384301221,0.05722528018030623
1.576711923600323,0.4763373316721686,0.8779880745009391,0.04732533665566288
1.5879741516260395,0.4812752005222879,0.8757692098380198,0.03744959895542421
1.5992363796517561,0.4862001835851446,0.873411496231551,0.027599632829710813
1.6104986076774728,0.4911115000286568,0.8709153074855444,0.017776999942686472
1.6217608357031894,0.4960083711875185,0.8682810393585698,0.007983257624962964
1.633023063728906,0.5008900206866536,0.865509109501011,0.0017800413733070342
1.6442852917546225,0.5057556745643056,0.8625999573888486,0.011511349128611098
1.655547519780339,0.5106045613947463,0.8595540442539834,0.021209122789492663
1.6668097478060557,0.5154359124105812,0.8563718530111106,0.03087182482116224
1.6780719758317724,0.5202489616246331,0.8530538881811556,0.04049792324926624
1.689334203857489,0.5250429459513873,0.8496006758112848,0.05008589190277468
1.7005964318832056,0.5298171053279737,0.8460127633915039,0.05963421065594737
1.711858659908922,0.5345706828346712,0.8422907197678551,0.06914136566934254
1.7231208879346387,0.5393029248149146,0.83843513505223,0.0786058496298293
1.7343831159603553,0.5440130809947822,0.8344466205288098,0.08802616198956437
1.745645343986072,0.5487004046019481,0.8303258085571498,0.09740080920389632
1.7569075720117886,0.5533641524840802,0.8260733524719212,0.10672830496816049
1.768169800037505,0.5580035852266623,0.8216899264793286,0.11600717045332443
1.7794320280632216,0.5626179672702255,0.8171762255502171,0.12523593454045095
1.7906942560889383,0.567206567026967,0.8125329653098893,0.13441313405393412
1.801956484114655,0.5717686569967403,0.8077608819246452,0.14353731399348063
1.8132187121403716,0.5763035138823964,0.8028607319850674,0.1526070277647929
1.824480940166088,0.5808104187044589,0.7978332923860668,0.16162083740891792
1.8357431681918046,0.5852886569151154,0.7926793602037101,0.1705773138302309
1.8470053962175212,0.5897375185115049,0.7873997525688471,0.17947503702300982
1.8582676242432379,0.5941562981482857,0.7819953065375582,0.18831259629657154
1.8695298522689545,0.5985442952494641,0.7764668789584448,0.19708859049892818
1.880792080294671,0.6029008141194676,0.7708153463367775,0.2058016282389351
1.8920543083203876,0.607225164053444,0.765041604695533,0.21445032810688797
1.9033165363461042,0.6115166594467694,0.759146569433332,0.22303331889353883
1.9145787643718208,0.6157746199037469,0.7531311751793093,0.23154923980749392
1.9258409923975375,0.6199983703454811,0.7469963756449308,0.23999674069096227
1.937103220423254,0.624187241116907,0.740743143472789,0.24837448223381414
1.9483654484489705,0.6283405680929628,0.7343724700823929,0.2566811361859255
1.9596276764746872,0.632457692783881,0.7278853655129867,0.26491538556776184
1.9708899045004038,0.6365379624395908,0.7212828582634093,0.27307592487918175
1.9821521325261204,0.6405807301532078,0.7145659951290341,0.28116146030641576
1.9934143605518369,0.6445853549635978,0.707735841035802,0.2891707099271957
2.0046765885775537,0.6485512019569983,0.7007934788713841,0.2971024039139967
2.01593881660327,0.6524776423676804,0.6937400093134951,0.3049552847353608
2.0272010446289865,0.6563640536776372,0.6865765506553858,0.31272810735527434
2.0384632726547034,0.6602098197152814,0.6793042386285424,0.32041963943056273
2.04972550068042,0.6640143307531348,0.6719242262226239,0.3280286615062694
2.0609877287061367,0.6677769836044989,0.6644376835026587,0.3355539672089979
2.072249956731853,0.6714971817190869,0.6568457974235392,0.3429943634381739
2.0835121847575695,0.6751743352776038,0.6491497716418332,0.3503486705552077
2.0947744127832864,0.6788078612852594,0.6413508263249512,0.35761572257051877
2.1060366408090028,0.6823971836641987,0.633450197957696,0.3647943673283972
2.1172988688347196,0.6859417333448374,0.6254491391462214,0.37188346668967487
2.128561096860436,0.6894409483560842,0.6173489184194404,0.3788818967121683
2.1398233248861525,0.692894273914439,0.6091508200279039,0.38578854782887806
2.1510855529118693,0.6963011625119511,0.6008561437401896,0.39260232502390224
2.1623477809375857,0.6996610740030236,0.5924662046368318,0.39932214800604704
2.1736100089633026,0.7029734756900508,0.5839823329018189,0.4059469513801016
2.184872236989019,0.7062378424078757,0.5754058736117016,0.41247568481575125
2.1961344650147354,0.7094536566070512,0.5667381865223361,0.41890731321410235
2.2073966930404523,0.7126204084358961,0.5579806458533014,0.42524081687179227
